500,258,물 위에 생명줄 던지어라,전도
501,255,너 시온아 이 소식 전파하라,전도
502,259,빛의 사자들이여,세계선교
503,373,세상 모두 사랑 없어,세계선교
504,266,주님의 명령 전달할 사자여,세계선교
505,268,온 세상 위하여,세계선교
506,,땅 끝까지 복음을,세계선교
507,273,저 북방 얼음산과,세계선교
508,270,우리가 지금은 나그네 되어도,세계선교
509,314,기쁜 일이 있어 천국 종 치네,세계선교
510,276,하나님의 진리 등대,세계선교
511,263,예수 말씀하시기를,세계선교
512,328,천성길을 버리고,세계선교
513,,헛된 욕망 길을 가며,전도와교훈
514,,먼동 튼다 일어나라,전도와교훈
515,256,눈을 들어 하늘 보라,전도와교훈
516,265,옳은 길 따르라 의의 길을,전도와교훈
517,,가난한 자 돌봐주며,전도와교훈
518,252,기쁜 소리 들리니,전도와교훈
519,251,구주께서 부르되,부르심과영접
520,257,듣는 사람마다 복음 전하여,부르심과영접
521,253,구원으로 인도하는,부르심과영접
522,269,웬일인가 내 형제여,부르심과영접
523,262,어둔 죄악 길에서,부르심과영접
524,313,갈 길을 밝히 보이시니,부르심과영접
525,315,돌아와 돌아와,부르심과영접
526,316,목마른 자들아,부르심과영접
527,317,어서 돌아오오,부르심과영접
528,318,예수가 우리를 부르는 소리,부르심과영접
529,319,온유한 주님의 음성,부르심과영접
530,320,주께서 문에 오셔서,부르심과영접
531,321,자비한 주께서 부르시네,부르심과영접
532,323,주께로 한 걸음씩,부르심과영접
533,,우리 주 십자가,부르심과영접
534,324,주님 찾아 오셨네,부르심과영접
535,325,주 예수 대문 밖에,부르심과영접
536,326,죄짐에 눌린 사람은,부르심과영접
537,329,형제여 지체 말라,부르심과영접
538,327,죄짐을 지고서 곤하거든,부르심과영접
539,483,너 예수께 조용히 나가,부르심과영접
540,219,주의 음성을 내가 들으니,믿음과확신
541,,꽃이 피는 봄날에만,믿음과확신
542,340,구주 예수 의지함이,믿음과확신
543,342,어려운 일 당할 떄,믿음과확신
544,343,울어도 못하네,믿음과확신
545,344,이 눈에 아무 증거 아니 뵈어도,믿음과확신
546,399,주님 약속하신 말씀 위에서,믿음과확신
547,,나 같은 죄인까지도,믿음과확신
548,,날 구속하신,믿음과확신
549,431,내 주여 뜻대로,믿음과확신
550,248,시온의 영광이 빛나는 아침,새해
550,550,주 너를 지키시고,축도송
551,296,오늘까지 복과 은혜,새해
552,358,아침 해가 돋을 때,새해
553,,새해 아침 환히 밝았네,새해
554,297,종소리 크게 울려라,새해
555,,우리 주님 모신 가정,가정
556,,날마다 주님을 의지하는,가정
557,,에덴의 동산처럼,가정
558,,미더워라 우리 가정,가정
559,305,사철에 봄바람 불어 잇고,가정
560,,주의 발자취를 따름이,어린이
561,,예수님의 사랑은,어린이
562,,예루살렘 아이들,어린이
563,411,예수 사랑하심을,어린이
564,299,예수 께서 오실 때에,어린이
565,300,예수께로 가면,어린이
566,301,사랑의 하나님,어린이
567,436,다정하신 목자 예수,어린이
568,,하나님은 나의 목자시니,어린이
569,442,선한 목자 되신 우리 주,어린이
570,453,주는 나를 기르시는 목자,어린이
571,,역사 속에 보냄 받아,청년
572,,바다같이 넓은 은혜,청년
573,,말씀에 순종하여,청년
574,303,가슴마다 파도 친다,청년
575,302,주님께 귀한 것 드려,청년
576,,하나님의 뜻을 따라,어버이
577,,낳으시고 길러주신,어버이
578,,언제나 바라봐도,어버이
579,304,어머니의 넓은 사랑,어버이
580,371,삼천리 반도 금수강산,나라사랑
581,,주 하나님이 나라를 지켜주시고,나라사랑
582,261,어둔 밤 마음에 잠겨,나라사랑
583,,이 민족에 복음을,나라사랑
584,,우리나라 지켜주신,나라사랑
585,384,내 주는 강한 성이요,종교개혁기념일
586,521,어느 민족 누구게나,종교개혁기념일
587,306,감사하는 성도여,감사절
588,307,공중 나는 새를 보라,감사절
589,308,넓은 들에 익은 곡식,감사절
590,309,논밭에 오곡백과,감사절
591,310,저 밭에 농부 나가,감사절
592,311,산마다 불이 탄다 고운 단풍에,감사절
593,312,아름다운 하늘과,감사절
594,,감사하세 찬양하세,감사절
595,372,나 맡은 본분은,임직
596,,영광은 주님 홀로,임직
597,378,이전에 주님을 내가 몰라,임직
598,244,천지 주관하는 주님,헌당
599,,우리의 기도 들어 주시옵소서,헌당
600,242,교회의 참된 터는,헌당
601,,하나님이 정하시고,혼례
602,286,성부님께 빕니다.,혼례
603,,태초에 하나님이,혼례
604,288,완전한 사랑,혼례
605,287,오늘 모여 찬송함은,혼례
606,291,해보다 더 밝은 천국,장례
607,292,내 본향 가는 길,장례
608,295,후일에 생명 그칠 때,장례
609,,이세상 살 때에,장례
610,289,고생과 수고가 다 지난 후,장례
611,,주님 오라 부르시어,추모
612,,이 땅에서 주를 위해,추모
613,,사랑의 주 하나님,추모
614,,얼마나 아프셨나,경배와찬양
615,,그 큰 일을 행하신,경배와찬양
616,,주를 경배하리,경배와찬양
617,,주님을 찬양합니다,경배와찬양
618,,나 주님을 사랑합니다,경배와찬양
619,,놀라운 그이름,경배와찬양
620,,여기에 모인 우리,경배와찬양
621,,찬양하라 내 영혼아,경배와찬양
622,,거룩한 밤,경배와찬양
623,,주님의 시간에,경배와찬양
624,,우리 모두 찬양해,경배와찬양
625,,거룩 거룩 거룩한 하나님,경배와찬양
626,,만민들아 다 경배하라,입례송
627,,할렐루야 할렐루야 다함께,입례송
628,,아멘 아멘 아멘 영광과 존귀를,입례송
629,,거룩 거룩 거룩,입례송
630,547,진리와 생명 되신 주,기도송
631,549,우리 기도를,기도송
632,,주여 주여 우리를,기도송
633,,나의 하나님 받으소서,헌금응답송
634,70,모든 것이 주께로부터,헌금응답송
635,,하늘에 계신 (주기도문),주기도송
636,548,하늘에 계신 (주기도문),주기도송
637,,주님 우리의 마음을 여시어,말씀응답송
639,,주 함께 하소서,축도송
640,554,아멘,아멘송
641,552,아멘,아멘송
642,,아멘,아멘송
643,555,아멘,아멘송
644,557,아멘,아멘송
645,558,아멘,아멘송
